Use,old_calval,SourceEntity,lab,UniqueID_v2,lat,long,siteid,waterbody_name,Year,Month,CollDate,daynum,CollMeth,Freq,SameYr_SameDay2,SameYr_DiftDay2,MultipleYrs,Unit_OBSPRED_final,MWMT_TolAnal,MWMT_source,MWMT_93_11,MWMT_Annual,Aug_93_11,NORWEST_Unit,Ecoregion_name,eco3,L4_eco_code,L4_eco_name,slope_nhd,wsarea_km2,elev_m,ElevWs,ICI,IWI,PctUrbCat,PctUrbWs,PctAgCat,PctAgWs,PctForCat,PctForWs,RdDensCat,RdDensWs,Tmean8110Cat,Tmean8110Ws,Precip8110Cat,Precip8110Ws
Y,CAL,WA_ECY,Rhithron,SampWA_5091_1,48.7629996,-118.9067213,WAECY_0705,COUGAR CREEK,2018,9,9/5/2018 0:00,248,random transect,multi,,WAECY_0705__2018,WAECY_0705,UpColYak_146794,12.46,1993-2011,12.46,,9.68,UpColYak,Northern Rockies,NR,15x,Okanogan Highland Dry Forest,4.507845,45.4266,1056.774722,1308.054451,0.823388948,0.837472243,0,0,0,0,83.7037037,76.37793716,3.421154822,0.50494543,5.584717435,4.902460275,412.0596448,456.3415223
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5092_1,48.7629996,-118.9067213,WAECY_0705,COUGAR CREEK,2018,9,9/29/2018 0:00,272,random transect,multi,,WAECY_0705__2018,WAECY_0705,UpColYak_146794,12.46,1993-2011,12.46,,9.68,UpColYak,Northern Rockies,NR,15x,Okanogan Highland Dry Forest,4.507845,45.4266,1056.774722,1308.054451,0.823388948,0.837472243,0,0,0,0,83.7037037,76.37793716,3.421154822,0.50494543,5.584717435,4.902460275,412.0596448,456.3415223
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5093_1,46.045696,-122.207097,WAECY_0050,RAIN CREEK,2010,7,7/14/2010 0:00,195,random transect,multi,,,WAECY_0050,ORCoast_220167,14.12,annual,14.47,14.12,10.8,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,10.620723,6.3513,590.1079368,590.1079368,0.853155583,0.853155583,0,0,0,0,96.72665439,96.72665439,0.8181357,0.8181357,9.038611532,9.038611532,3323.304162,3323.304162
Y,CAL,WA_ECY,Rhithron,SampWA_5094_1,46.045696,-122.207097,WAECY_0050,RAIN CREEK,2014,8,8/5/2014 0:00,217,random transect,multi,,,WAECY_0050,ORCoast_220167,15.03,annual,14.47,15.03,10.8,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,10.620723,6.3513,590.1079368,590.1079368,0.853155583,0.853155583,0,0,0,0,96.72665439,96.72665439,0.8181357,0.8181357,9.038611532,9.038611532,3323.304162,3323.304162
Y,CAL,WA_ECY,Rhithron,SampWA_5095_1,46.397653,-122.962552,WAECY_0155,OLEQUA CREEK,2010,8,8/18/2010 0:00,230,random transect,single,,,,ORCoast_225234,18.98,annual,19.33,18.98,16.17,ORCoast,Puget Lowland,PL,2i,Cowlitz/Newaukum Prairie Floodplains,0.082793,255.4056,102.1778984,169.9288399,0.639209542,0.61570149,7.930007446,2.567798044,9.754281459,13.95039889,28.92777364,46.09914583,2.593896022,1.933438984,10.90852336,10.67577348,1237.440799,1375.41971
Y,CAL,WA_ECY,Rhithron,SampWA_5096_1,47.296639,-123.61081,WAECY_0378,NEIL CREEK,2010,8,8/29/2010 0:00,241,random transect,multi,,,WAECY_0378,WACoast_112867,15.19,annual,15.14,15.19,12.1,WACoast,Coast Range,CR,1e,Outwash,1.1524,9.2187,213.7282349,213.7282349,0.794527997,0.794527997,0.390510593,0.390510593,0,0,36.05389046,36.05389046,1.189502001,1.189502001,9.605138013,9.605138013,3271.01688,3271.01688
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5097_1,47.296639,-123.61081,WAECY_0378,NEIL CREEK,2014,7,7/21/2014 0:00,202,random transect,multi,,,WAECY_0378,WACoast_112867,15.78,annual,15.14,15.78,12.1,WACoast,Coast Range,CR,1e,Outwash,1.1524,9.2187,213.7282349,213.7282349,0.794527997,0.794527997,0.390510593,0.390510593,0,0,36.05389046,36.05389046,1.189502001,1.189502001,9.605138013,9.605138013,3271.01688,3271.01688
Y,CAL,WA_ECY,Rhithron,SampWA_5098_1,48.52621,-123.09904,WAECY_0649,FALSE BAY CREEK-WEST FORK,2015,9,9/18/2015 0:00,261,random transect,single,,,,WACoast_131698,19.94,annual,19.11,19.94,14.65,WACoast,Puget Lowland,PL,2c,San Juan Islands,0.444025,19.5678,35.87049834,101.7894251,0.588948201,0.659259181,4.15282392,2.566461227,35.71428571,11.00174777,32.89036545,64.37770214,2.905256433,2.490143724,10.14483829,10.29123807,627.6075051,672.3824889
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5099_1,46.46482986,-121.1973899,WAECY_0175,DIAMOND FORK CREEK,2011,8,8/13/2011 0:00,225,random transect,multi,,WAECY_0175__2011,WAECY_0175,MidCol_241797,17.84,annual,19.34,17.84,11.44,MidCol,Eastern Cascades Slopes and Foothills,EC,9b,Grand Fir Mixed Forest,0.592286,36.5508,1476.187326,1610.033695,0.875791408,0.837272692,2.408637874,2.13729932,0,0,27.49169435,53.70580124,1.07549532,0.767385283,4.542935549,4.055676135,929.9970436,954.3763909
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5100_1,46.46482986,-121.1973899,WAECY_0175,DIAMOND FORK CREEK,2011,9,9/1/2011 0:00,244,random transect,multi,,WAECY_0175__2011,WAECY_0175,MidCol_241797,17.84,annual,19.34,17.84,11.44,MidCol,Eastern Cascades Slopes and Foothills,EC,9b,Grand Fir Mixed Forest,0.592286,36.5508,1476.187326,1610.033695,0.875791408,0.837272692,2.408637874,2.13729932,0,0,27.49169435,53.70580124,1.07549532,0.767385283,4.542935549,4.055676135,929.9970436,954.3763909
Y,CAL,WA_ECY,Rhithron,SampWA_5101_1,46.46482986,-121.1973899,WAECY_0175,DIAMOND FORK CREEK,2015,7,7/29/2015 0:00,210,random transect,multi,,WAECY_0175__2015,WAECY_0175,MidCol_241797,20.16,annual,19.34,20.16,11.44,MidCol,Eastern Cascades Slopes and Foothills,EC,9b,Grand Fir Mixed Forest,0.592286,36.5508,1476.187326,1610.033695,0.875791408,0.837272692,2.408637874,2.13729932,0,0,27.49169435,53.70580124,1.07549532,0.767385283,4.542935549,4.055676135,929.9970436,954.3763909
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5102_1,46.46482986,-121.1973899,WAECY_0175,DIAMOND FORK CREEK,2015,9,9/3/2015 0:00,246,random transect,multi,,WAECY_0175__2015,WAECY_0175,MidCol_241797,20.16,annual,19.34,20.16,11.44,MidCol,Eastern Cascades Slopes and Foothills,EC,9b,Grand Fir Mixed Forest,0.592286,36.5508,1476.187326,1610.033695,0.875791408,0.837272692,2.408637874,2.13729932,0,0,27.49169435,53.70580124,1.07549532,0.767385283,4.542935549,4.055676135,929.9970436,954.3763909
Y,CAL,WA_ECY,Rhithron,SampWA_5107_1,46.860537,-122.716045,WAECY_0261,DESCHUTES RIVER,2009,7,7/15/2009 0:00,196,random transect,multi,,,WAECY_0261,WACoast_105093,18.68,annual,17.59,18.68,14.07,WACoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,0.307057,235.5516,187.3131411,430.3015189,0.575780645,0.702120437,2.045749322,1.433953325,8.206579413,2.410172548,56.1254569,52.290963,2.289918947,2.507049221,10.44863125,9.684953864,1234.952844,1390.584986
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5108_1,46.860537,-122.716045,WAECY_0261,DESCHUTES RIVER,2013,7,7/19/2013 0:00,200,random transect,multi,,,WAECY_0261,WACoast_105093,18.16,annual,17.59,18.16,14.07,WACoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,0.307057,235.5516,187.3131411,430.3015189,0.575780645,0.702120437,2.045749322,1.433953325,8.206579413,2.410172548,56.1254569,52.290963,2.289918947,2.507049221,10.44863125,9.684953864,1234.952844,1390.584986
Y,CAL,WA_ECY,Rhithron,SampWA_5109_1,46.517363,-123.422683,WAECY_0189,WILLAPA RIVER TRIBUTARY,2010,8,8/7/2010 0:00,219,random transect,single,,,,WACoast_100980,18.66,annual,18.61,18.66,14.18,WACoast,Coast Range,CR,1d,Volcanics,9.209601,3.4479,465.4646463,465.4646463,0.805574987,0.805574987,0.469851214,0.469851214,0,0,38.3972853,38.3972853,1.281430788,1.281430788,9.547218413,9.547218413,2976.627739,2976.627739
Y,CAL,WA_ECY,Rhithron,SampWA_5110_1,45.725743,-122.27652,WAECY_0005,GROUSE CREEK TRIBUTARY,2010,7,7/13/2010 0:00,194,random transect,single,,,,ORCoast_218195,14.13,annual,14.49,14.13,11.83,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,11.109336,4.0032,775.5071897,775.5071897,0.782107069,0.782107069,0,0,0,0,65.55755396,65.55755396,1.934993343,1.934993343,8.48015153,8.48015153,3452.839986,3452.839986
Y,CAL,WA_ECY,Rhithron,SampWA_5111_1,46.877235,-117.350448,WAECY_0264,PALOUSE RIVER-SOUTH FORK,2010,8,8/2/2010 0:00,214,random transect,multi,,WAECY_0264__2010,,MidCol_114871,26.57,annual,26.61,26.57,18.72,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.389171,711.6741,680.5562312,812.0246184,0.259785235,0.196168629,5.98755832,3.992543778,64.87817522,80.52390835,15.52617937,7.230107152,2.54463604,1.906274091,8.942270203,8.283990023,503.9101372,581.7481633
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5112_1,46.877235,-117.350448,WAECY_0264,PALOUSE RIVER-SOUTH FORK,2010,9,9/22/2010 0:00,265,random transect,multi,,WAECY_0264__2010,,MidCol_114871,26.57,annual,26.61,26.57,18.72,MidCol,Columbia Plateau,CP,10h,Palouse Hills,0.389171,711.6741,680.5562312,812.0246184,0.259785235,0.196168629,5.98755832,3.992543778,64.87817522,80.52390835,15.52617937,7.230107152,2.54463604,1.906274091,8.942270203,8.283990023,503.9101372,581.7481633
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5113_1,45.828969,-122.299635,WAECY_0013,NICCOLLS CREEK,2010,7,7/17/2010 0:00,198,random transect,multi,,,WAECY_0013,ORCoast_219116,14.67,annual,15.02,14.67,12.09,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,10.035626,4.0518,530.8290004,530.8290004,0.773279654,0.773279654,0,0,0,0,63.97156819,63.97156819,1.905778911,1.905778911,9.404044643,9.404044643,2945.356732,2945.356732
Y,CAL,WA_ECY,Rhithron,SampWA_5114_1,45.828969,-122.299635,WAECY_0013,NICCOLLS CREEK,2014,8,8/2/2014 0:00,214,random transect,multi,,,WAECY_0013,ORCoast_219116,15.58,annual,15.02,15.58,12.09,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,10.035626,4.0518,530.8290004,530.8290004,0.773279654,0.773279654,0,0,0,0,63.97156819,63.97156819,1.905778911,1.905778911,9.404044643,9.404044643,2945.356732,2945.356732
Y,CAL,WA_ECY,Rhithron,SampWA_5118_1,46.45367,-123.73944,WAECY_0170,NEMAH RIVER TRIBUTARY,2010,8,8/3/2010 0:00,215,random transect,single,,,,WACoast_100875,18.51,annual,18.46,18.51,14.36,WACoast,Coast Range,CR,1b,Coastal Uplands,7.274183,3.9321,292.6850057,292.6850057,0.88860118,0.88860118,0.48065919,0.48065919,0,0,51.7738613,51.7738613,1.32262322,1.32262322,9.812183785,9.812183785,2995.644963,2995.644963
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5120_1,48.850546,-122.027492,WAECY_0729,RACEHORSE CREEK AT ELEVATION OF 832 M,2009,8,8/4/2009 0:00,216,random transect,multi,,WAECY_0729__2009,WAECY_0729,WACoast_134468,16.56,annual,15.47,16.56,10.45,WACoast,North Cascades,NC,77b,North Cascades Highland Forests,4.949197,13.4145,1058.367824,1093.327306,0.910115009,0.900323106,0.834627329,0.63737001,0,0,78.46467391,77.21569943,1.208295736,0.982090568,6.897099179,6.78383345,2732.561149,2780.264123
Y,CAL,WA_ECY,Rhithron,SampWA_5121_1,48.850546,-122.027492,WAECY_0729,RACEHORSE CREEK AT ELEVATION OF 832 M,2009,9,9/23/2009 0:00,266,random transect,multi,,WAECY_0729__2009,WAECY_0729,WACoast_134468,16.56,annual,15.47,16.56,10.45,WACoast,North Cascades,NC,77b,North Cascades Highland Forests,4.949197,13.4145,1058.367824,1093.327306,0.910115009,0.900323106,0.834627329,0.63737001,0,0,78.46467391,77.21569943,1.208295736,0.982090568,6.897099179,6.78383345,2732.561149,2780.264123
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5122_1,48.850546,-122.027492,WAECY_0729,RACEHORSE CREEK AT ELEVATION OF 832 M,2013,8,8/16/2013 0:00,228,random transect,multi,,,WAECY_0729,WACoast_134468,16.03,annual,15.47,16.03,10.45,WACoast,North Cascades,NC,77b,North Cascades Highland Forests,4.949197,13.4145,1058.367824,1093.327306,0.910115009,0.900323106,0.834627329,0.63737001,0,0,78.46467391,77.21569943,1.208295736,0.982090568,6.897099179,6.78383345,2732.561149,2780.264123
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5128_1,47.244983,-117.588049,WAECY_0358,ROCK CREEK,2010,8,8/31/2010 0:00,243,random transect,multi,,,WAECY_0358,MidCol_117354,25.49,annual,25.54,25.49,18.88,MidCol,Columbia Plateau,CP,10a,Channeled Scablands,0.001,293.1741,601.0102821,716.457554,0.851346586,0.327436758,0,0.453723572,0.626959248,37.37908635,0,21.18471584,0.586453056,1.023931818,9.073130237,8.345512881,429.3598386,459.7150456
Y,CAL,WA_ECY,Rhithron,SampWA_5129_1,47.244983,-117.588049,WAECY_0358,ROCK CREEK,2019,9,9/1/2019 0:00,244,random transect,multi,,,WAECY_0358,MidCol_117354,25.54,1993-2011,25.54,,18.88,MidCol,Columbia Plateau,CP,10a,Channeled Scablands,0.001,293.1741,601.0102821,716.457554,0.851346586,0.327436758,0,0.453723572,0.626959248,37.37908635,0,21.18471584,0.586453056,1.023931818,9.073130237,8.345512881,429.3598386,459.7150456
Y,CAL,WA_ECY,Rhithron,SampWA_5130_1,46.06178,-121.21236,WAECY_0056,TROUT CREEK,2011,8,8/22/2011 0:00,234,random transect,single,,,,MidCol_239183,17.96,annual,19.46,17.96,14.12,MidCol,Eastern Cascades Slopes and Foothills,EC,9a,Yakima Plateau and Slopes,4.431719,111.2841,579.2262193,853.67926,0.891220052,0.842579234,5.022954361,4.401167822,0,0,83.49986497,69.76441378,2.073597764,2.414134015,8.623733468,7.343296761,775.2021236,824.536118
Y,CAL,WA_ECY,Rhithron,SampWA_5131_1,46.419724,-122.476551,WAECY_0160,DEVILS CREEK TRIBUTARY,2010,7,7/26/2010 0:00,207,random transect,single,,,,ORCoast_225183,16.22,annual,16.58,16.22,12.54,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,3.582519,6.8238,524.9834516,524.9834516,0.846684081,0.846684081,0.85729359,0.85729359,0.263782643,0.263782643,54.18095489,54.18095489,1.094984186,1.094984186,9.190762035,9.190762035,1946.24215,1946.24215
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5132_1,47.357297,-123.960819,WAECY_0386,COOK CREEK,2010,9,9/11/2010 0:00,254,random transect,multi,,,WAECY_0386,WACoast_114464,14.47,annual,14.41,14.47,11.75,WACoast,Coast Range,CR,1b,Coastal Uplands,0.676491,44.5851,136.8200225,170.7603771,0.890511994,0.884780781,0.77332271,0.702476836,0,0,72.10414079,74.93086255,1.447035936,1.526244396,10.23307003,10.14628779,3253.844422,3349.026869
Y,CAL,WA_ECY,Rhithron,SampWA_5133_1,47.357297,-123.960819,WAECY_0386,COOK CREEK,2014,8,8/13/2014 0:00,225,random transect,multi,,,WAECY_0386,WACoast_114464,15.05,annual,14.41,15.05,11.75,WACoast,Coast Range,CR,1b,Coastal Uplands,0.676491,44.5851,136.8200225,170.7603771,0.890511994,0.884780781,0.77332271,0.702476836,0,0,72.10414079,74.93086255,1.447035936,1.526244396,10.23307003,10.14628779,3253.844422,3349.026869
Y,CAL,WA_ECY,Rhithron,SampWA_5137_1,47.242882,-121.937742,WAECY_0355,NEWAUKUM CREEK TRIBUTARY,2015,8,8/12/2015 0:00,224,random transect,single,,,,WACoast_110508,16.82,annual,16,16.82,12.77,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,0.793804,5.454,250.2077723,250.2077723,0.344944782,0.344944782,10.01650165,10.01650165,33.49834984,33.49834984,33.97689769,33.97689769,3.787756124,3.787756124,9.99169605,9.99169605,1344.206711,1344.206711
Y,CAL,WA_ECY,Rhithron,SampWA_5140_1,48.020285,-123.144854,WAECY_0544,CANYON CREEK,2009,7,7/8/2009 0:00,189,random transect,multi,,WAECY_0544__2009,,WACoast_124500,15.37,annual,14.28,15.37,11.9,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,4.172987,29.7108,296.0064253,753.986062,0.89044721,0.874775875,0.842105263,0.254452926,0,0,77.22105263,83.03647159,0.863678381,0.87174217,10.11392563,8.186557065,760.7968489,1132.563512
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5141_1,48.020285,-123.144854,WAECY_0544,CANYON CREEK,2009,9,9/16/2009 0:00,259,random transect,multi,,WAECY_0544__2009,,WACoast_124500,15.37,annual,14.28,15.37,11.9,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,4.172987,29.7108,296.0064253,753.986062,0.89044721,0.874775875,0.842105263,0.254452926,0,0,77.22105263,83.03647159,0.863678381,0.87174217,10.11392563,8.186557065,760.7968489,1132.563512
Y,VAL,WA_ECY,Rhithron,SampWA_5142_1,48.024222,-123.138202,WAECY_0546,CANYON CREEK,2015,8,8/17/2015 0:00,229,random transect,single,,,,WACoast_124501,15.44,annual,14.61,15.44,12.15,WACoast,Puget Lowland,PL,2d,Olympic Rainshadow,4.4375,29.7441,166.0113514,753.3277951,0.615316364,0.875487926,32.43243243,0.290477775,0,0,54.05405405,83.00402433,0.752007977,0.871608122,10.31970712,8.188945232,717.8236018,1132.09919
Y,VAL,WA_ECY,Rhithron,SampWA_5144_1,47.780422,-122.189431,WAECY_0495,NORTH CREEK,2013,8,8/26/2013 0:00,238,random transect,single,,,,WACoast_119905,20.17,annual,19.61,20.17,15.62,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.409743,74.5317,75.08818386,107.3783707,0.507397102,0.498936557,61.12441982,65.71794284,0,0.072452393,15.01347507,11.1914796,9.274591122,9.239234323,11.02571806,10.74451665,1013.231307,989.8679342
Y,CAL,WA_ECY,Rhithron,SampWA_5145_1,47.77975,-122.187981,WAECY_0494,NORTH CREEK,2015,9,9/1/2015 0:00,244,random transect,single,,,,WACoast_119905,20.43,annual,19.61,20.43,15.62,WACoast,Puget Lowland,PL,2f,Central Puget Lowland,0.409743,74.5317,75.08818386,107.3783707,0.507397102,0.498936557,61.12441982,65.71794284,0,0.072452393,15.01347507,11.1914796,9.274591122,9.239234323,11.02571806,10.74451665,1013.231307,989.8679342
Y,CAL,WA_ECY,Rhithron,SampWA_5146_1,46.46668,-123.421691,WAECY_0177,GRAYS RIVER AT RM 27.2,2010,8,8/22/2010 0:00,234,random transect,single,,,,ORCoast_226317,14.33,annual,14.68,14.33,11.68,ORCoast,Coast Range,CR,1d,Volcanics,5.20362,7.8525,544.4279037,544.4279037,0.88643312,0.88643312,0.045845272,0.045845272,0,0,83.77077364,83.77077364,2.838579037,2.838579037,9.213171055,9.213171055,3032.524231,3032.524231
Y,CAL,WA_ECY,Rhithron,SampWA_5147_1,48.335599,-117.624141,WAECY_0606,SIXMILE CREEK,2010,7,7/27/2010 0:00,208,random transect,single,,,,UpColYak_136155,16.93,annual,16.77,16.93,12.72,UpColYak,Northern Rockies,NR,15y,Selkirk Mountains,4.851662,10.2195,986.0893744,1139.162228,0.820319567,0.849122898,0,0,0,0,93.68157648,94.41655658,1.15074125,1.322779132,6.608201065,6.349559215,687.1870549,734.5376874
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5148_1,47.27962002,-121.0780803,WAECY_0371,BEAR CREEK,2011,8,8/2/2011 0:00,214,random transect,multi,,WAECY_0371__2011,WAECY_0371,UpColYak_119067,13.61,annual,15.44,13.61,12.28,UpColYak,North Cascades,NC,77h,Chiwaukum Hills and Lowlands,10.868571,2.5551,936.8791335,936.8791335,0.797730266,0.797730266,4.508629799,4.508629799,0,0,48.08030997,48.08030997,2.587956378,2.587956378,6.320156079,6.320156079,1238.822657,1238.822657
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5149_1,47.27962002,-121.0780803,WAECY_0371,BEAR CREEK,2011,8,8/29/2011 0:00,241,random transect,multi,,WAECY_0371__2011,WAECY_0371,UpColYak_119067,13.61,annual,15.44,13.61,12.28,UpColYak,North Cascades,NC,77h,Chiwaukum Hills and Lowlands,10.868571,2.5551,936.8791335,936.8791335,0.797730266,0.797730266,4.508629799,4.508629799,0,0,48.08030997,48.08030997,2.587956378,2.587956378,6.320156079,6.320156079,1238.822657,1238.822657
Y,CAL,WA_ECY,Rhithron,SampWA_5150_1,47.27962002,-121.0780803,WAECY_0371,BEAR CREEK,2015,7,7/14/2015 0:00,195,random transect,multi,,WAECY_0371__2015,WAECY_0371,UpColYak_119067,16.48,annual,15.44,16.48,12.28,UpColYak,North Cascades,NC,77h,Chiwaukum Hills and Lowlands,10.868571,2.5551,936.8791335,936.8791335,0.797730266,0.797730266,4.508629799,4.508629799,0,0,48.08030997,48.08030997,2.587956378,2.587956378,6.320156079,6.320156079,1238.822657,1238.822657
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5151_1,47.27962002,-121.0780803,WAECY_0371,BEAR CREEK,2015,9,9/15/2015 0:00,258,random transect,multi,,WAECY_0371__2015,WAECY_0371,UpColYak_119067,16.48,annual,15.44,16.48,12.28,UpColYak,North Cascades,NC,77h,Chiwaukum Hills and Lowlands,10.868571,2.5551,936.8791335,936.8791335,0.797730266,0.797730266,4.508629799,4.508629799,0,0,48.08030997,48.08030997,2.587956378,2.587956378,6.320156079,6.320156079,1238.822657,1238.822657
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5152_1,47.803542,-121.821326,WAECY_0501,CRANDALL CREEK,2009,8,8/4/2009 0:00,216,random transect,multi,,,WAECY_0501,WACoast_119223,20.45,annual,19.35,20.45,14.26,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,2.155709,4.3533,370.9909416,355.7091028,0.879001521,0.887674835,0.345082573,0.289435601,0,0,55.13926547,58.8381228,1.269495987,1.477456959,9.37399157,9.467329863,2100.415015,2068.14063
Y,CAL,WA_ECY,Rhithron,SampWA_5153_1,47.803542,-121.821326,WAECY_0501,CRANDALL CREEK,2013,8,8/4/2013 0:00,216,random transect,multi,,,WAECY_0501,WACoast_119223,19.92,annual,19.35,19.92,14.26,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,2.155709,4.3533,370.9909416,355.7091028,0.879001521,0.887674835,0.345082573,0.289435601,0,0,55.13926547,58.8381228,1.269495987,1.477456959,9.37399157,9.467329863,2100.415015,2068.14063
Y,CAL,WA_ECY,Rhithron,SampWA_5156_1,47.066982,-122.114009,WAECY_0300,VOIGHT CREEK 0.7 MI ABOVE WATERHOLE CR,2009,8,8/18/2009 0:00,230,random transect,multi,,,WAECY_0300,WACoast_107883,17.37,annual,16.28,17.37,12.85,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,2.681983,79.2594,272.842989,582.6459702,0.807744402,0.810274485,5.139710381,1.71802966,0.20905568,0.046555992,67.5504793,42.98821339,1.480360088,1.722203112,10.02633588,8.718017798,1296.743071,1568.467195
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5157_1,47.066982,-122.114009,WAECY_0300,VOIGHT CREEK 0.7 MI ABOVE WATERHOLE CR,2013,7,7/16/2013 0:00,197,random transect,multi,,,WAECY_0300,WACoast_107883,16.84,annual,16.28,16.84,12.85,WACoast,Puget Lowland,PL,2e,Eastern Puget Uplands,2.681983,79.2594,272.842989,582.6459702,0.807744402,0.810274485,5.139710381,1.71802966,0.20905568,0.046555992,67.5504793,42.98821339,1.480360088,1.722203112,10.02633588,8.718017798,1296.743071,1568.467195
Y,CAL,WA_ECY,Rhithron,SampWA_5160_1,46.872142,-123.845587,WAECY_0263,HALL CREEK,2010,8,8/9/2010 0:00,221,random transect,single,,,,WACoast_107074,17.48,annual,17.42,17.48,14.1,WACoast,Coast Range,CR,1b,Coastal Uplands,1.582299,7.5699,115.9439436,115.9439436,0.853663457,0.853663457,0.760908334,0.760908334,0,0,35.08500773,35.08500773,1.346558736,1.346558736,9.815929687,9.815929687,2326.871373,2326.871373
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5161_1,46.58375778,-120.9670912,WAECY_0210,COWICHE CREEK-SOUTH FORK,2011,8,8/6/2011 0:00,218,random transect,multi,,,WAECY_0210,UpColYak_107028,13.75,annual,15.58,13.75,11.44,UpColYak,Eastern Cascades Slopes and Foothills,EC,9a,Yakima Plateau and Slopes,3.468605,41.1174,1105.437287,1495.539899,0.878891901,0.86488004,2.25820196,1.171037079,0,0,37.89234484,44.52567526,1.456437637,0.878086091,6.694004477,4.800735525,730.0130712,943.5494763
Y,CAL,WA_ECY,Rhithron,SampWA_5162_1,46.58375778,-120.9670912,WAECY_0210,COWICHE CREEK-SOUTH FORK,2015,9,9/1/2015 0:00,244,random transect,multi,,,WAECY_0210,UpColYak_107028,16.62,annual,15.58,16.62,11.44,UpColYak,Eastern Cascades Slopes and Foothills,EC,9a,Yakima Plateau and Slopes,3.47E+00,41.1174,1105.437287,1495.539899,0.878891901,0.86488004,2.25820196,1.171037079,0,0,37.89234484,44.52567526,1.456437637,0.878086091,6.694004477,4.800735525,730.0130712,943.5494763
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5165_1,46.28466,-122.46266,WAECY_0119,DEER CREEK,2010,7,7/21/2010 0:00,202,random transect,multi,,,WAECY_0119,ORCoast_222952,13.84,annual,14.19,13.84,10.51,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,6.463192,20.5425,726.5953862,726.5953862,0.780974286,0.780974286,0.324205915,0.324205915,1.498357065,1.498357065,82.1905805,82.1905805,2.132342387,2.132342387,8.399535873,8.399535873,2372.930224,2372.930224
Y,NOT_CALVAL,WA_ECY,Rhithron,SampWA_5166_1,46.28466,-122.46266,WAECY_0119,DEER CREEK,2014,7,7/24/2014 0:00,205,random transect,multi,,,WAECY_0119,ORCoast_222952,14.75,annual,14.19,14.75,10.51,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,6.463192,20.5425,726.5953862,726.5953862,0.780974286,0.780974286,0.324205915,0.324205915,1.498357065,1.498357065,82.1905805,82.1905805,2.132342387,2.132342387,8.399535873,8.399535873,2372.930224,2372.930224
Y,CAL,WA_ECY,Rhithron,SampWA_5167_1,47.781539,-117.261587,WAECY_0496,DEADMAN CREEK,2010,9,9/23/2010 0:00,266,random transect,single,,,,SpoKoot_131246,19.50193794,1993-2011,19.50193794,,15.04,SpoKoot,Northern Rockies,NR,15s,Spokane Valley Outwash Plains,0.291404,121.4028,610.1690062,838.7745098,0.386341612,0.634959405,3.436532508,0.722800463,31.85758514,7.927082407,15.78947368,67.38650179,1.040965,1.817325661,8.847500319,7.851840365,439.8249468,762.4657386
