Predictor,Group,OTU_Label,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,Waopt,LowOcc,ProbLT10,Watol,WA_MinusTol,WA_PlusTol,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM,GAM_Rank,CurveShape,GAM_Extreme,LargeUncertainty,Ubiquitous,LowConf,Rank,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN
WaterTemp_MWMT_93_11_C,Trichoptera,Apataniidae,Apataniidae,666,666,666,,674,16.44390549,0,0,2.684051241,13.75985424,19.12795673,8.5,20.2,11.4,18.1,212,14.3,222.5,*Unimodal,0,0,0,0,Family,Arthropoda,Insecta,Trichoptera,Apataniidae,,,,,cold,,cold,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,,528,16.89558839,0,0,2.798697914,14.09689048,19.69428631,13.6,21.2,16,18.1,249,17,321.5,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,,Arctopsyche,,eurythermal,,cold,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Arctopsyche californica,Arctopsyche californica,666,666,666,,1,18.74,1,1,NA,NA,NA,NA,NA,NA,NA,451,18.7,408,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Arctopsyche grandis,Arctopsyche grandis,666,666,666,,3,13.8259634,1,1,0.69559715,13.13036625,14.52156055,NA,NA,NA,NA,57,13.8,200,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Arctopsychinae,Arctopsychinae,666,666,666,,1583,15.68217614,0,0,3.256744264,12.42543188,18.9389204,3.8,23.7,3.8,21.3,160,10.5,130.5,Unimodal/Decreaser,0,0,0,0,Subfamily,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,,,,eurythermal,,use?,
WaterTemp_MWMT_93_11_C,Trichoptera,Brachycentridae,Brachycentridae,666,666,666,,2054,17.5048761,0,0,3.471547531,14.03332857,20.97642363,3.8,30.8,6,30.8,311,14.9,238,*Unimodal,0,0,0,0,Family,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,,,eurythermal,,don’t use,
WaterTemp_MWMT_93_11_C,Trichoptera,Brac - Brachycentrus,Brachycentrus,666,Brachycentrus,Brachycentrus,,380,20.35210963,0,0,3.294170219,17.05793941,23.64627985,15.4,30.8,27,30.8,617,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Brachycentrus,,cool,,warm+,
WaterTemp_MWMT_93_11_C,Trichoptera,Brac - Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus,Brachycentrus,,157,19.25531969,0,1,3.074829619,16.18049007,22.33014931,NA,NA,NA,NA,502,15.5,256.5,*Unimodal,0,0,0,1,Species,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Brachycentrus,LowProbOcc,cool,,cool--need to see WA plots,
WaterTemp_MWMT_93_11_C,Trichoptera,Brac - Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus,Brachycentrus,,118,21.23214746,0,0,2.799722533,18.43242493,24.03187,26.1,30.8,29.1,30.8,680,30.8,780,*Increaser,1,1,0,0,Species,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Brachycentrus,,warm,,warm+,
WaterTemp_MWMT_93_11_C,Trichoptera,Cala - Calamoceratidae,Calamoceratidae,666,666,666,,269,18.36344269,0,0,1.751227054,16.61221563,20.11466974,17.1,20.3,NA,NA,411.5,18.8,412.5,*Unimodal,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lept - Ceraclea,Ceraclea,Ceraclea,Ceraclea,Ceraclea,,30,24.55060813,0,0,4.25012507,20.30048306,28.8007332,29.6,30.8,NA,NA,826,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Ceraclea,,warm,hot,hot,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,,363,23.8354733,0,0,2.436163417,21.39930988,26.27163671,20.4,30.8,21.5,30.8,791,27.4,653,Unimodal/Increaser,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,,warm,,warm+,Increaser
WaterTemp_MWMT_93_11_C,Trichoptera,Phil - Chimarra,Chimarra,Chimarra,Chimarra,Chimarra,THE HIGHEST Optima,42,27.1466937,0,0,3.30032224,23.84637146,30.44701594,26.6,30.8,28.7,30.8,876,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Chimarra,,warm,hot,hot,
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Chyrandra,Chyrandra,666,666,666,,19,13.70409891,1,1,2.616447843,11.08765107,16.32054676,NA,NA,NA,NA,55,9.3,117,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Clostoeca,Clostoeca,666,666,666,,4,15.13134475,1,1,2.824637819,12.30670693,17.95598257,NA,NA,NA,NA,115,13.3,187.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Cryptochia,Cryptochia,Cryptochia,Cryptochia,Cryptochia,,122,13.5384606,0,0,2.796663628,10.74179698,16.33512423,5.6,12.3,NA,NA,50,9.1,115.5,Unimodal/Decreaser,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,Cryptochia,,core cold,,core cold,
WaterTemp_MWMT_93_11_C,Trichoptera,Glos - Culoptila,Culoptila,666,666,666,,2,25.09241303,1,1,2.77892965,22.31348338,27.87134268,NA,NA,NA,NA,843,26.8,646.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Dicosmoecinae,Dicosmoecinae,666,666,666,,966,16.4654031,0,0,4.019986404,12.4454167,20.4853895,3.8,29.1,3.8,23.5,214,6.7,109,Unimodal/Decreaser,0,1,0,0,Subfamily,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,,blah,eurythermal,,don't use,
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Dicosmoecus,Dicosmoecus,666,Dicosmoecus,Dicosmoecus,,417,20.05413404,0,0,2.86325096,17.19088308,22.917385,17.1,28.5,NA,NA,584,22,530,Unimodal/Increaser,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,Dicosmoecus,,cool,,warm,
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus,Dicosmoecus,,43,18.81656251,0,1,2.292451483,16.52411103,21.109014,NA,NA,NA,NA,462,19,418.5,Flat,0,0,0,1,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,Dicosmoecus,LowProbOcc,cool,,cool,
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus,Dicosmoecus,,260,20.26183981,0,0,2.693617311,17.5682225,22.95545712,19.5,26,NA,NA,614,23.2,555,Unimodal/Increaser,0,0,0,0,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,Dicosmoecus,,warm,,warm,Increaser
WaterTemp_MWMT_93_11_C,Trichoptera,Phil - Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes,Dolophilodes,,279,16.44713367,0,0,3.266322811,13.18081086,19.71345648,9.1,16.2,NA,NA,213,12.8,180,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Philopotamidae,,,Dolophilodes,,cold,,cold,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Ecclisocosmoecus,Ecclisocosmoecus,666,666,666,,126,13.95957308,0,0,3.179134946,10.78043813,17.13870802,3.8,13.4,NA,NA,59.5,3.8,51.5,*Decreaser,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,,126,13.95957308,0,0,3.179134946,10.78043813,17.13870802,3.8,13.4,NA,NA,59.5,3.8,51.5,*Decreaser,1,1,0,0,Species,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,Ecclisocosmoecus,,core cold,,core cold,
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Ecclisomyia,Ecclisomyia,Ecclisomyia,Ecclisomyia,Ecclisomyia,,276,14.31190793,0,0,2.717431135,11.5944768,17.02933907,3.8,16,3.8,9.4,73,5.5,106,Unimodal/Decreaser,0,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,Ecclisomyia,,core cold,,core cold,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Eocosmoecus,Eocosmoecus,666,666,666,,3,11.34916375,1,1,1.577360585,9.771803165,12.92652434,NA,NA,NA,NA,13,10.7,132.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Eocosmoecus frontalis,Eocosmoecus frontalis,666,666,666,,2,12.46466995,1,1,0.473761543,11.99090841,12.93843149,NA,NA,NA,NA,31,12.4,167,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Uen - Farula,Farula,Farula,Farula,Farula,,41,17.42492408,0,1,1.818504493,15.60641958,19.24342857,NA,NA,NA,NA,298,17.7,360,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Trichoptera,Uenoidae,,,Farula,LowProbOcc,cold,,cold,
WaterTemp_MWMT_93_11_C,Trichoptera,Glos - Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,,2183,17.80568421,0,0,2.698051112,15.1076331,20.50373533,3.8,30.2,9.8,28.4,345,16.9,317,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Glossosomatidae,,,Glossosoma,,eurythermal,,cold--need to see WA plots,
WaterTemp_MWMT_93_11_C,Trichoptera,Glossosomatidae,Glossosomatidae,666,666,666,,2570,17.77415272,0,0,3.043332446,14.73082027,20.81748516,3.8,30.8,3.8,30.8,339,16.8,311.5,*Unimodal,0,0,1,0,Family,Arthropoda,Insecta,Trichoptera,Glossosomatidae,,,,,eurythermal,,don't use,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Goera,Goera,Goera,Goera,Goera,,88,21.75427652,0,1,1.9945874,19.75968912,23.74886392,NA,NA,NA,NA,713,21.3,507.5,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Trichoptera,Goeridae,,,Goera,LowProbOcc,warm,,,
WaterTemp_MWMT_93_11_C,Trichoptera,Goeracea,Goeracea,666,666,666,,11,15.40611281,1,1,3.882983473,11.52312934,19.28909629,NA,NA,NA,NA,140,3.8,51.5,*Decreaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Goeridae,Goeridae,Goera,Goera,Goera,"only 1 genera, is it worth cutting out 20+ observations?",111,21.01019207,0,1,3.069907776,17.9402843,24.08009985,NA,NA,NA,NA,660,22.8,544.5,*Unimodal,0,0,0,1,Family,Arthropoda,Insecta,Trichoptera,Goeridae,,,,LowProbOcc,warm,,warm,
WaterTemp_MWMT_93_11_C,Trichoptera,Seri - Gumaga,Gumaga,Gumaga,Gumaga,Gumaga,,242,18.73011226,0,0,1.936709498,16.79340276,20.66682175,17.5,20.2,NA,NA,449.5,18.7,408,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Sericostomatidae,,,Gumaga,,cool,,cool,Increaser
WaterTemp_MWMT_93_11_C,Trichoptera,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,,145,25.40022266,0,0,2.729791048,22.67043161,28.1300137,22.6,30.8,24.1,30.8,850.5,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Helicopsychidae,,,Helicopsyche,,warm,hot,hot,
WaterTemp_MWMT_93_11_C,Trichoptera,Helicopsychidae,Helicopsychidae,666,666,666,,145,25.40022266,0,0,2.729791048,22.67043161,28.1300137,22.6,30.8,24.1,30.8,850.5,30.8,780,*Increaser,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Hesperophylax,Hesperophylax,666,666,666,,11,20.39685517,1,1,2.395698131,18.00115703,22.7925533,NA,NA,NA,NA,622,20.8,493,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Cala - Heteroplectron,Heteroplectron,Heteroplectron,Heteroplectron,Heteroplectron,,269,18.36344269,0,0,1.751227054,16.61221563,20.11466974,17.1,20.3,NA,NA,411.5,18.8,412.5,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Calamoceratidae,,,Heteroplectron,,cool,,,
WaterTemp_MWMT_93_11_C,Trichoptera,Rhya - Himalopsyche,Himalopsyche,666,666,666,,9,15.52535061,1,1,3.230153781,12.29519683,18.75550439,NA,NA,NA,NA,149,3.8,51.5,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Homophylax,Homophylax,666,666,666,,7,10.43248166,1,0,3.899235229,6.533246429,14.33171689,3.8,4.6,NA,NA,6,3.8,51.5,*Decreaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Homoplectra,Homoplectra,666,666,666,,1,19.39,1,1,NA,NA,NA,NA,NA,NA,NA,519,19.4,440,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Hydatophylax,Hydatophylax,Hydatophylax,Hydatophylax,Hydatophylax,,113,18.16281941,0,1,1.553776499,16.60904291,19.71659591,NA,NA,NA,NA,388,18.2,385.5,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,Hydatophylax,LowProbOcc,cool,,cold/cool,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,,1985,20.2412997,0,0,3.531307051,16.70999265,23.77260675,13.4,30.8,14.3,30.8,613,26.7,644,Unimodal/Increaser,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche,,eurythermal,,warm,Increaser
WaterTemp_MWMT_93_11_C,Trichoptera,Hydropsychidae,Hydropsychidae,666,666,666,,3169,19.9659061,0,0,4.018297884,15.94760821,23.98420398,3.8,30.8,3.8,30.8,574,17.2,336.5,*Unimodal,0,0,1,0,Family,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,,,eurythermal,,don't use,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydpt -Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,,418,22.08519515,0,0,3.066052697,19.01914246,25.15124785,18.8,30.8,21,30.8,733,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Hydroptila,,warm,,warm+,Increaser
WaterTemp_MWMT_93_11_C,Trichoptera,Hydroptilidae,Hydroptilidae,666,666,666,genera vary widely in optima,732,21.79212343,0,0,3.748913414,18.04321002,25.54103685,16.6,30.8,19.5,30.8,716,30.8,780,*Increaser,1,1,0,0,Family,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,,,cool,,don't use,
WaterTemp_MWMT_93_11_C,Trichoptera,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,,2041,18.61374505,0,0,2.89692572,15.71681933,21.51067077,3.9,28.3,7.5,26.7,435.5,17.8,365,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,,,Lepidostoma,,eurythermal,,need to see WA plots,Increaser
WaterTemp_MWMT_93_11_C,Trichoptera,Lepidostomatidae,Lepidostomatidae,666,666,666,,2041,18.61374505,0,0,2.89692572,15.71681933,21.51067077,3.9,28.3,7.5,26.7,435.5,17.8,365,*Unimodal,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Leptoceridae,Leptoceridae,666,666,666,"could combine, similar responses, but I don't think it is necessary--combined genera observations similar to family IDs",234,24.18537349,0,0,3.661914073,20.52345942,27.84728756,21.8,30.8,23.8,30.8,812,30.8,780,*Increaser,1,0,0,0,Family,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,,,warm,hot,warm+/hot,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydpt -Leucotrichia,Leucotrichia,Leucotrichia,Leucotrichia,Leucotrichia,,69,24.92389823,0,0,3.421601094,21.50229713,28.34549932,24.9,30.8,NA,NA,838,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Leucotrichia,,warm,hot,hot,
WaterTemp_MWMT_93_11_C,Trichoptera,Limnephilidae,Limnephilidae,666,666,666,,1795,16.03746853,0,0,3.793322671,12.24414586,19.8307912,3.8,30.8,3.8,26.4,186,9,114,Unimodal/Decreaser,0,0,0,0,Family,Arthropoda,Insecta,Trichoptera,Limnephilidae,,,,,eurythermal,,don't use,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Limnephiloidea,Limnephiloidea,666,666,666,,3412,16.84957391,0,0,3.664501025,13.18507288,20.51407493,3.8,30.8,3.8,30.8,244,12.6,171,Unimodal/Decreaser,0,0,1,0,Superfamily,Arthropoda,Insecta,Trichoptera,,,,,,eurythermal,,don’t use,
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Limnephilus,Limnephilus,666,666,666,,3,22.07248427,1,1,10.77034768,11.30213659,32.84283194,NA,NA,NA,NA,732,30.8,780,*Increaser,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Odo - Marilia,Marilia,666,666,666,,3,27.15047118,1,1,0.222230509,26.92824067,27.37270169,NA,NA,NA,NA,877,27,650,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Brac - Micrasema,Micrasema,Micrasema,Micrasema,Micrasema,,1694,16.38465363,0,0,3.065230261,13.31942337,19.44988389,3.8,25.4,5.9,22.9,206,14.3,222.5,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Micrasema,,eurythermal,,cold--need to see WA plots,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Monophylax,Monophylax,666,666,666,,6,11.56753321,1,1,4.984980746,6.582552468,16.55251396,NA,NA,NA,NA,15,3.8,51.5,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Apa -Moselyana,Moselyana,666,666,666,,1,19.48,1,1,NA,NA,NA,NA,NA,NA,NA,528,19.5,444.5,*Unimodal,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lept - Mystacides,Mystacides,Mystacides,Mystacides,Mystacides,,63,21.19581498,0,1,2.456785425,18.73902956,23.65260041,NA,NA,NA,NA,679,25.9,631,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Mystacides,LowProbOcc,warm,,warm+,
WaterTemp_MWMT_93_11_C,Trichoptera,Odo - Namamyia,Namamyia,666,666,666,,2,15.08404412,1,1,0.643467171,14.44057695,15.72751129,NA,NA,NA,NA,114,15.3,252.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lept - Nectopsyche,Nectopsyche,Nectopsyche,Nectopsyche,Nectopsyche,,50,25.75957495,0,0,3.270663545,22.48891141,29.0302385,25.6,30.8,27.4,30.8,855,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Nectopsyche,,warm,hot,hot,
WaterTemp_MWMT_93_11_C,Trichoptera,Uen - Neophylax,Neophylax,666,Neophylax,Neophylax,"bulk of the info is at Genera level, but the two genera have different optima, yet the genera is even lower--suggesting more species",1223,16.37234887,0,0,3.340597826,13.03175104,19.7129467,3.8,24,9.3,22.4,203,15.2,248,*Unimodal,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Uenoidae,,,Neophylax,,eurythermal,,cold--need to see WA plots,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Uen - Neophylax occidentis,Neophylax occidentis,666,666,666,,20,14.41012107,1,1,1.799838592,12.61028248,16.20995966,NA,NA,NA,NA,79,14.2,219,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Uen - Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax,Neophylax,,357,18.90946071,0,0,2.015602519,16.89385819,20.92506323,16.7,22.2,NA,NA,472,19.6,452,*Unimodal,0,0,0,0,Species,Arthropoda,Insecta,Trichoptera,Uenoidae,,,Neophylax,,cool,,cool,Increaser
WaterTemp_MWMT_93_11_C,Trichoptera,Uen - Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax,Neophylax,,273,16.91572407,0,0,2.958547513,13.95717656,19.87427158,14.2,17,NA,NA,251,15.6,259.5,*Unimodal,0,0,0,0,Species,Arthropoda,Insecta,Trichoptera,Uenoidae,,,Neophylax,,cold,,cold,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Uen - Neothremma,Neothremma,Neothremma,Neothremma,Neothremma,,364,12.50578561,0,0,3.408086163,9.097699447,15.91387177,3.8,15.2,3.8,13.8,32,3.8,51.5,*Decreaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Uenoidae,,,Neothremma,,core cold,very cold,core cold,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Hydpt -Neotrichia,Neotrichia,666,666,666,,21,21.48615143,1,1,2.698706019,18.78744541,24.18485745,NA,NA,NA,NA,697,30.8,780,*Increaser,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Odo - Nerophilus,Nerophilus,666,666,666,,8,17.69663651,1,1,2.322250965,15.37438554,20.01888747,NA,NA,NA,NA,329,19.6,452,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Poly - Neureclipsis,Neureclipsis,666,666,666,,2,22.95531381,1,1,1.555634919,21.39967889,24.51094873,NA,NA,NA,NA,769,22.9,546.5,Flat,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Hydpt -Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,,61,19.44828979,0,0,2.679019527,16.76927026,22.12730932,28.8,30.8,NA,NA,526,30.8,780,*Increaser,1,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Ochrotrichia,,cool,,warm,
WaterTemp_MWMT_93_11_C,Trichoptera,Odontoceridae,Odontoceridae,666,666,666,,16,24.35166005,1,1,5.542532284,18.80912776,29.89419233,NA,NA,NA,NA,819,30.8,780,Flat,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WaterTemp_MWMT_93_11_C,Trichoptera,Lept - Oecetis,Oecetis,Oecetis,Oecetis,Oecetis,,109,25.13156916,0,0,3.030117589,22.10145158,28.16168675,23.5,30.8,24.8,30.8,844,30.8,780,*Increaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Oecetis,,warm,hot,hot,
WaterTemp_MWMT_93_11_C,Trichoptera,Uen - Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes,,327,13.84424465,0,0,2.641114043,11.2031306,16.48535869,3.8,16.8,3.8,13,58,3.8,51.5,*Decreaser,1,1,0,0,Genus,Arthropoda,Insecta,Trichoptera,Uenoidae,,,Oligophlebodes,,core cold,,core cold,Decreaser
WaterTemp_MWMT_93_11_C,Trichoptera,Lim - Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,,146,19.57597402,0,1,2.822250184,16.75372384,22.39822421,NA,NA,NA,NA,545,22.1,531.5,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecinae,,Onocosmoecus,LowProbOcc,cool,,cool/warm,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydpt -Oxyethira,Oxyethira,Oxyethira,Oxyethira,Oxyethira,,36,19.62789106,0,1,3.718290991,15.90960007,23.34618205,NA,NA,NA,NA,550,23.9,580,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Oxyethira,LowProbOcc,cool,,warm,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydpt -Palaeagapetus,Palaeagapetus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,,41,16.40656639,0,1,2.45589371,13.95067268,18.8624601,NA,NA,NA,NA,208,13.4,190,*Unimodal,0,0,0,1,Genus,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Palaeagapetus,LowProbOcc,cold,,,
WaterTemp_MWMT_93_11_C,Trichoptera,Hydro - Parapsyche,Parapsyche,666,Parapsyche,666,children with thermal preferences that are too different to roll together,1126,15.15855777,0,0,3.341575228,11.81698254,18.500133,3.8,21.3,3.8,18.2,117,10.4,128,Unimodal/Decreaser,0,0,0,0,Genus,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,,Parapsyche,,cold,,core cold--need to see WA plots,Decreaser
