TaxaID_v2,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,WAopt,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN,WAtol,CurveShape,WA_MinusTol,WA_PlusTol,GAM,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM_Rank,Ubiquitous,Comment,RAW_DATA_OCCUR,RAI_TAXON,Taxon_Group,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Pteronarcys californica,Pteronarcys californica,Pteronarcys californica,Pteronarcys,Pteronarcys californica,,118,20.9188287,,warm,,warm,,2.793837399,*Unimodal,18.1249913,23.7126661,24.5,23.8,25.2,NA,NA,656,599,0,,118,Pteronarcys californica,Plecoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,californica
Pteronarcys dorsata,Pteronarcys,666,Pteronarcys,666,"most data at genus level, but BIG diff in optima at species",807,17.03316966,blah,eurythermal,,cold,Decreaser,3.288865147,*Unimodal,13.74430452,20.32203481,14.7,11.2,27.5,12.5,17.7,260,231.5,0,,2,Pteronarcys dorsata,Plecoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,dorsata
Pteronarcys princeps,Pteronarcys princeps,Pteronarcys princeps,Pteronarcys,Pteronarcys princeps,,272,15.92511349,,cold,,core cold,,2.2861759,*Unimodal,13.63893759,18.21128939,15,13.1,17.1,NA,NA,178,242.5,0,,272,Pteronarcys princeps,Plecoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,princeps
Pteronarcys,Pteronarcys,666,Pteronarcys,666,"most data at genus level, but BIG diff in optima at species",807,17.03316966,blah,eurythermal,,cold,Decreaser,3.288865147,*Unimodal,13.74430452,20.32203481,14.7,11.2,27.5,12.5,17.7,260,231.5,0,,507,Pteronarcys,Plecoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,
Pteronarcyidae,Pteronarcyidae,666,666,666,,958,17.4407407,,eurythermal,,cold,,3.298962519,*Unimodal,14.14177818,20.73970322,14.7,11.1,27.8,12.4,25.6,300,231.5,0,,29,Pteronarcyidae,Plecoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,,,,,,,,,
Plecoptera,LOW_NA,666,666,666,,NA,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,466,Plecoptera,Plecoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,,,,,,,,,,
Apatania,Apatania,Apatania,Apatania,Apatania,,584,16.7374437,,cold,,cold,Decreaser,2.433651761,*Unimodal,14.30379194,19.17109546,14.9,10.4,20.1,12.9,17.7,236,238,0,,584,Apatania,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,Apataniinae,Apataniini,,Apatania,,,,,
Allomyia,Apataniidae,666,666,666,,674,16.44390549,,cold,,cold,,2.684051241,*Unimodal,13.75985424,19.12795673,14.3,8.5,20.2,11.4,18.1,212,222.5,0,,15,Allomyia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Allomyia,,,,,
Moselyana,Apataniidae,666,666,666,,674,16.44390549,,cold,,cold,,2.684051241,*Unimodal,13.75985424,19.12795673,14.3,8.5,20.2,11.4,18.1,212,222.5,0,,1,Moselyana comosa,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Moselyana,,,,,
Pedomoecus,Pedomoecus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,,99,14.64496195,LowProbOcc,core cold,,,,2.355249855,*Unimodal,12.2897121,17.00021181,13.4,NA,NA,NA,NA,90,190,0,,99,Pedomoecus sierra,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Pedomoecus,,,,,
Apataniidae,Apataniidae,666,666,666,,674,16.44390549,,cold,,cold,,2.684051241,*Unimodal,13.75985424,19.12795673,14.3,8.5,20.2,11.4,18.1,212,222.5,0,,2,Apataniidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,,,,,,
Amiocentrus,Amiocentrus,Amiocentrus aspilus,Amiocentrus aspilus,Amiocentrus aspilus,,448,18.9708168,,cool,,cool,Increaser,2.441088092,*Unimodal,16.52972871,21.4119049,20,15,23.4,NA,NA,477,466.5,0,,448,Amiocentrus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Amiocentrus,,,,,
Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus,Brachycentrus,,157,19.25531969,LowProbOcc,cool,,cool--need to see WA plots,,3.074829619,*Unimodal,16.18049007,22.33014931,15.5,NA,NA,NA,NA,502,256.5,0,,157,Brachycentrus americanus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus
Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus,Brachycentrus,,118,21.23214746,,warm,,warm+,,2.799722533,*Increaser,18.43242493,24.03187,30.8,26.1,30.8,29.1,30.8,680,780,0,,118,Brachycentrus occidentalis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis
Brachycentrus,Brachycentrus,666,Brachycentrus,Brachycentrus,,380,20.35210963,,cool,,warm+,,3.294170219,*Increaser,17.05793941,23.64627985,30.8,15.4,30.8,27,30.8,617,780,0,,131,Brachycentrus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Eobrachycentrus,LOW_NA,666,666,666,,,,,,,,,,,,,,,,,,,,,,,Eobrachycentrus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Eobrachycentrus,,,,,
Micrasema,Micrasema,Micrasema,Micrasema,Micrasema,,1694,16.38465363,,eurythermal,,cold--need to see WA plots,Decreaser,3.065230261,*Unimodal,13.31942337,19.44988389,14.3,3.8,25.4,5.9,22.9,206,222.5,0,,1694,Micrasema,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Micrasema,,,,,
Brachycentridae,Brachycentridae,666,666,666,,2054,17.5048761,,eurythermal,,don’t use,,3.471547531,*Unimodal,14.03332857,20.97642363,14.9,3.8,30.8,6,30.8,311,238,0,,92,Brachycentridae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,,,,,,
Heteroplectron,Heteroplectron,Heteroplectron,Heteroplectron,Heteroplectron,,269,18.36344269,,cool,,,,1.751227054,*Unimodal,16.61221563,20.11466974,18.8,17.1,20.3,NA,NA,411.5,412.5,0,,269,Heteroplectron,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Calamoceratidae,Calamoceratinae,,,Heteroplectron,,,,,
Agapetus,Agapetus,Agapetus,Agapetus,Agapetus,,162,19.16474621,LowProbOcc,cool,,cool,,2.29073624,*Unimodal,16.87400997,21.45548245,21.1,NA,NA,NA,NA,492,504,0,,162,Agapetus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Agapetinae,,,Agapetus,,,,,
Anagapetus,Anagapetus,Anagapetus,Anagapetus,Anagapetus,,193,14.03700889,,core cold,,core cold,,2.722964446,Unimodal/Decreaser,11.31404444,16.75997334,10.8,3.8,14.2,NA,NA,63,135,0,,193,Anagapetus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Anagapetini,,Anagapetus,,,,,
Glossosoma,Glossosoma,Glossosoma,Glossosoma,Glossosoma,,2183,17.80568421,,eurythermal,,cold--need to see WA plots,,2.698051112,*Unimodal,15.1076331,20.50373533,16.9,3.8,30.2,9.8,28.4,345,317,0,,2183,Glossosoma,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Culoptila,Glossosomatidae,666,666,666,,2570,17.77415272,,eurythermal,,don't use,Decreaser,3.043332446,*Unimodal,14.73082027,20.81748516,16.8,3.8,30.8,3.8,30.8,339,311.5,1,,2,Culoptila,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Culoptila,,,,,
Protoptila,Protoptila,Protoptila,Protoptila,Protoptila,,58,24.85245782,,warm,hot,hot,,3.572666151,*Increaser,21.27979166,28.42512397,30.8,27.8,30.8,29.9,30.8,835,780,0,,58,Protoptila,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,
Glossosomatidae,Glossosomatidae,666,666,666,,2570,17.77415272,,eurythermal,,don't use,Decreaser,3.043332446,*Unimodal,14.73082027,20.81748516,16.8,3.8,30.8,3.8,30.8,339,311.5,1,,1065,Glossosomatidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,,,,,,,
Goera,Goera,Goera,Goera,Goera,,88,21.75427652,LowProbOcc,warm,,,,1.9945874,*Unimodal,19.75968912,23.74886392,21.3,NA,NA,NA,NA,713,507.5,0,,88,Goera,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goera,,,,,
Goeracea,Goeridae,Goera,Goera,Goera,"only 1 genera, is it worth cutting out 20+ observations?",111,21.01019207,LowProbOcc,warm,,warm,,3.069907776,*Unimodal,17.9402843,24.08009985,22.8,NA,NA,NA,NA,660,544.5,0,,11,Goeracea,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goeracea,,,,,
Goeridae,Goeridae,Goera,Goera,Goera,"only 1 genera, is it worth cutting out 20+ observations?",111,21.01019207,LowProbOcc,warm,,warm,,3.069907776,*Unimodal,17.9402843,24.08009985,22.8,NA,NA,NA,NA,660,544.5,0,,16,Goeridae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,,,,,,,,,
Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,Helicopsyche,,145,25.40022266,,warm,hot,hot,,2.729791048,*Increaser,22.67043161,28.1300137,30.8,22.6,30.8,24.1,30.8,850.5,780,0,,145,Helicopsyche,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Helicopsychidae,,,,Helicopsyche,,,,,
Arctopsyche californica,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,,528,16.89558839,,eurythermal,,cold,Decreaser,2.798697914,*Unimodal,14.09689048,19.69428631,17,13.6,21.2,16,18.1,249,321.5,0,,1,Arctopsyche californica,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,californica
Arctopsyche grandis,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,,528,16.89558839,,eurythermal,,cold,Decreaser,2.798697914,*Unimodal,14.09689048,19.69428631,17,13.6,21.2,16,18.1,249,321.5,0,,3,Arctopsyche grandis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,grandis
Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,,528,16.89558839,,eurythermal,,cold,Decreaser,2.798697914,*Unimodal,14.09689048,19.69428631,17,13.6,21.2,16,18.1,249,321.5,0,,524,Arctopsyche,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Parapsyche almota,Parapsyche almota,Parapsyche almota,Parapsyche,Parapsyche almota,,159,18.12999867,LowProbOcc,cool,,cold/cool--need to see WA plots,,2.837844374,*Unimodal,15.2921543,20.96784304,17.2,NA,NA,NA,NA,383,336.5,0,,159,Parapsyche almota,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,almota
Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche,Parapsyche elsis,,459,13.1782657,,core cold,very cold,core cold,,2.351227651,*Unimodal,10.82703805,15.52949336,11.1,5.9,16.4,7.1,15.1,45,141.5,0,,459,Parapsyche elsis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,elsis
Parapsyche,Parapsyche,666,Parapsyche,666,children with thermal preferences that are too different to roll together,1126,15.15855777,,cold,,core cold--need to see WA plots,Decreaser,3.341575228,Unimodal/Decreaser,11.81698254,18.500133,10.4,3.8,21.3,3.8,18.2,117,128,0,,603,Parapsyche,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,
Arctopsychinae,Arctopsychinae,666,666,666,,1583,15.68217614,,eurythermal,,use?,,3.256744264,Unimodal/Decreaser,12.42543188,18.9389204,10.5,3.8,23.7,3.8,21.3,160,130.5,0,,102,Arctopsychinae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,,,,,,
Homoplectra,Hydropsychidae,666,666,666,,3169,19.9659061,,eurythermal,,don't use,,4.018297884,*Unimodal,15.94760821,23.98420398,17.2,3.8,30.8,3.8,30.8,574,336.5,1,,1,Homoplectra,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Diplectroninae,,,Homoplectra,,,,,
Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,,363,23.8354733,,warm,,warm+,Increaser,2.436163417,Unimodal/Increaser,21.39930988,26.27163671,27.4,20.4,30.8,21.5,30.8,791,653,0,,363,Cheumatopsyche,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,,,,
Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,Hydropsyche,,1985,20.2412997,,eurythermal,,warm,Increaser,3.531307051,Unimodal/Increaser,16.70999265,23.77260675,26.7,13.4,30.8,14.3,30.8,613,644,0,,1985,Hydropsyche,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Hydropsychidae,Hydropsychidae,666,666,666,,3169,19.9659061,,eurythermal,,don't use,,4.018297884,*Unimodal,15.94760821,23.98420398,17.2,3.8,30.8,3.8,30.8,574,336.5,1,,1213,Hydropsychidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,
Agraylea,Agraylea,Agraylea,Agraylea,Agraylea,,40,15.04878583,LowProbOcc,core cold,,core cold,,2.357493508,*Unimodal,12.69129233,17.40627934,13.2,NA,NA,NA,NA,112,186,0,,40,Agraylea,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Agraylea,,,,,
Hydroptila,Hydroptila,Hydroptila,Hydroptila,Hydroptila,,418,22.08519515,,warm,,warm+,Increaser,3.066052697,*Increaser,19.01914246,25.15124785,30.8,18.8,30.8,21,30.8,733,780,0,,418,Hydroptila,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Oxyethira,Oxyethira,Oxyethira,Oxyethira,Oxyethira,,36,19.62789106,LowProbOcc,cool,,warm,,3.718290991,*Unimodal,15.90960007,23.34618205,23.9,NA,NA,NA,NA,550,580,0,,36,Oxyethira,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Oxyethira,,,,,
Leucotrichia,Leucotrichia,Leucotrichia,Leucotrichia,Leucotrichia,,69,24.92389823,,warm,hot,hot,,3.421601094,*Increaser,21.50229713,28.34549932,30.8,24.9,30.8,NA,NA,838,780,0,,69,Leucotrichia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,
Neotrichia,Hydroptilidae,666,666,666,genera vary widely in optima,732,21.79212343,,cool,,don't use,,3.748913414,*Increaser,18.04321002,25.54103685,30.8,16.6,30.8,19.5,30.8,716,780,0,,21,Neotrichia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,
Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,,61,19.44828979,,cool,,warm,,2.679019527,*Increaser,16.76927026,22.12730932,30.8,28.8,30.8,NA,NA,526,780,0,,61,Ochrotrichia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Stactobiella,Hydroptilidae,666,666,666,genera vary widely in optima,732,21.79212343,,cool,,don't use,,3.748913414,*Increaser,18.04321002,25.54103685,30.8,16.6,30.8,19.5,30.8,716,780,0,,1,Stactobiella,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Stactobiini,,Stactobiella,,,,,
Palaeagapetus,Palaeagapetus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,,41,16.40656639,LowProbOcc,cold,,,,2.45589371,*Unimodal,13.95067268,18.8624601,13.4,NA,NA,NA,NA,208,190,0,,41,Palaeagapetus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Ptilocolepinae,,,Palaegapetus,,,,,
Hydroptilidae,Hydroptilidae,666,666,666,genera vary widely in optima,732,21.79212343,,cool,,don't use,,3.748913414,*Increaser,18.04321002,25.54103685,30.8,16.6,30.8,19.5,30.8,716,780,0,,264,Hydroptilidae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,Lepidostoma,,2041,18.61374505,,eurythermal,,need to see WA plots,Increaser,2.89692572,*Unimodal,15.71681933,21.51067077,17.8,3.9,28.3,7.5,26.7,435.5,365,0,,2041,Lepidostoma,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Lepidostomatidae,Lepidostomatinae,,,Lepidostoma,,,,,
Ceraclea,Ceraclea,Ceraclea,Ceraclea,Ceraclea,,30,24.55060813,,warm,hot,hot,,4.25012507,*Increaser,20.30048306,28.8007332,30.8,29.6,30.8,NA,NA,826,780,0,,30,Ceraclea,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Athripsodini,,Ceraclea,,,,,
Mystacides,Mystacides,Mystacides,Mystacides,Mystacides,,63,21.19581498,LowProbOcc,warm,,warm+,,2.456785425,*Unimodal,18.73902956,23.65260041,25.9,NA,NA,NA,NA,679,631,0,,63,Mystacides,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Mystacidini,,Mystacides,,,,,
Nectopsyche,Nectopsyche,Nectopsyche,Nectopsyche,Nectopsyche,,50,25.75957495,,warm,hot,hot,,3.270663545,*Increaser,22.48891141,29.0302385,30.8,25.6,30.8,27.4,30.8,855,780,0,,50,Nectopsyche,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Nectopsychini,,Nectopsyche,,,,,
Oecetis,Oecetis,Oecetis,Oecetis,Oecetis,,109,25.13156916,,warm,hot,hot,,3.030117589,*Increaser,22.10145158,28.16168675,30.8,23.5,30.8,24.8,30.8,844,780,0,,109,Oecetis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Oecetini,,Oecetis,,,,,
Triaenodes,Leptoceridae,666,666,666,"could combine, similar responses, but I don't think it is necessary--combined genera observations similar to family IDs",234,24.18537349,,warm,hot,warm+/hot,,3.661914073,*Increaser,20.52345942,27.84728756,30.8,21.8,30.8,23.8,30.8,812,780,0,,8,Triaenodes,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Triaenodini,,Triaenodes,,,,,
Leptoceridae,Leptoceridae,666,666,666,"could combine, similar responses, but I don't think it is necessary--combined genera observations similar to family IDs",234,24.18537349,,warm,hot,warm+/hot,,3.661914073,*Increaser,20.52345942,27.84728756,30.8,21.8,30.8,23.8,30.8,812,780,0,,59,Leptoceridae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,,,,,,,,,
Allocosmoecus,Allocosmoecus,Allocosmoecus partitus,Allocosmoecus partitus,Allocosmoecus partitus,,46,16.93318425,LowProbOcc,cold,,,,2.524502191,*Decreaser,14.40868206,19.45768644,3.8,NA,NA,NA,NA,255,51.5,0,,46,Allocosmoecus partitus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Allocosmoecus,,,,,
Amphicosmoecus,Dicosmoecinae,666,666,666,,966,16.4654031,blah,eurythermal,,don't use,,4.019986404,Unimodal/Decreaser,12.4454167,20.4853895,6.7,3.8,29.1,3.8,23.5,214,109,0,,1,Amphicosmoecus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Amphicosmoecus,,,,,
Cryptochia,Cryptochia,Cryptochia,Cryptochia,Cryptochia,,122,13.5384606,,core cold,,core cold,,2.796663628,Unimodal/Decreaser,10.74179698,16.33512423,9.1,5.6,12.3,NA,NA,50,115.5,0,,122,Cryptochia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Cryptochia,,,,,
Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus atripes,Dicosmoecus,Dicosmoecus,,43,18.81656251,LowProbOcc,cool,,cool,,2.292451483,Flat,16.52411103,21.109014,19,NA,NA,NA,NA,462,418.5,0,,43,Dicosmoecus atripes,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,atripes
Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus gilvipes,Dicosmoecus,Dicosmoecus,,260,20.26183981,,warm,,warm,Increaser,2.693617311,Unimodal/Increaser,17.5682225,22.95545712,23.2,19.5,26,NA,NA,614,555,0,,260,Dicosmoecus gilvipes,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,gilvipes
Dicosmoecus,Dicosmoecus,666,Dicosmoecus,Dicosmoecus,,417,20.05413404,,cool,,warm,,2.86325096,Unimodal/Increaser,17.19088308,22.917385,22,17.1,28.5,NA,NA,584,530,0,,120,Dicosmoecus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,
Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,,126,13.95957308,,core cold,,core cold,,3.179134946,*Decreaser,10.78043813,17.13870802,3.8,3.8,13.4,NA,NA,59.5,51.5,0,,126,Ecclisocosmoecus scylla,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Ecclisocosmoecus,,,,,scylla
Ecclisomyia,Ecclisomyia,Ecclisomyia,Ecclisomyia,Ecclisomyia,,276,14.31190793,,core cold,,core cold,Decreaser,2.717431135,Unimodal/Decreaser,11.5944768,17.02933907,5.5,3.8,16,3.8,9.4,73,106,0,,276,Ecclisomyia,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Ecclisomyia,,,,,
Eocosmoecus frontalis,Dicosmoecinae,666,666,666,,966,16.4654031,blah,eurythermal,,don't use,,4.019986404,Unimodal/Decreaser,12.4454167,20.4853895,6.7,3.8,29.1,3.8,23.5,214,109,0,,2,Eocosmoecus frontalis,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Eocosmoecus,,,,,frontalis
Eocosmoecus,Dicosmoecinae,666,666,666,,966,16.4654031,blah,eurythermal,,don't use,,4.019986404,Unimodal/Decreaser,12.4454167,20.4853895,6.7,3.8,29.1,3.8,23.5,214,109,0,,1,Eocosmoecus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Eocosmoecus,,,,,
Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,,146,19.57597402,LowProbOcc,cool,,cool/warm,,2.822250184,*Unimodal,16.75372384,22.39822421,22.1,NA,NA,NA,NA,545,531.5,0,,146,Onocosmoecus,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Onocosmoecus,,,,,
Dicosmoecinae,Dicosmoecinae,666,666,666,,966,16.4654031,blah,eurythermal,,don't use,,4.019986404,Unimodal/Decreaser,12.4454167,20.4853895,6.7,3.8,29.1,3.8,23.5,214,109,0,,12,Dicosmoecinae,Trichoptera,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,,,,,,
